BOOKMAKER,CATEGORY,NAME,OVER_UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE,DATA_PULLED_AT
PrizePicks,player_points,Marine Johannes,Under,7.5,-137,2026-07-19,2026-07-18T21:00:50Z,2026-07-18 21:00:50
PrizePicks,player_points,Lexie Hull,Over,5.5,-137,2026-07-19,2026-07-18T21:00:50Z,2026-07-18 21:00:50
PrizePicks,player_points,Lexie Hull,Under,5.5,-137,2026-07-19,2026-07-18T21:00:50Z,2026-07-18 21:00:50
Underdog,player_points,Caitlin Clark,Over,17.5,-137,2026-07-19,2026-07-18T21:00:13Z,2026-07-18 21:00:50
Underdog,player_points,Caitlin Clark,Under,17.5,-137,2026-07-19,2026-07-18T21:00:13Z,2026-07-18 21:00:50
Underdog,player_points,Sabrina Ionescu,Over,16.5,-137,2026-07-19,2026-07-18T21:00:13Z,2026-07-18 21:00:50
Underdog,player_points,Sabrina Ionescu,Under,16.5,-137,2026-07-19,2026-07-18T21:00:13Z,2026-07-18 21:00:50
Underdog,player_points,Breanna Stewart,Over,20.5,-137,2026-07-19,2026-07-18T21:00:13Z,2026-07-18 21:00:50
Underdog,player_points,Breanna Stewart,Under,20.5,-137,2026-07-19,2026-07-18T21:00:13Z,2026-07-18 21:00:50
Underdog,player_points,Jonquel Jones,Over,14.5,-137,2026-07-19,2026-07-18T21:00:13Z,2026-07-18 21:00:50
Underdog,player_points,Jonquel Jones,Under,14.5,-137,2026-07-19,2026-07-18T21:00:13Z,2026-07-18 21:00:50
Betr DFS,player_points,Sabrina Ionescu,Over,17.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
Betr DFS,player_points,Sabrina Ionescu,Under,17.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
Betr DFS,player_points,Breanna Stewart,Over,20.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
Betr DFS,player_points,Breanna Stewart,Under,20.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
Betr DFS,player_points,Jonquel Jones,Over,14.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
Betr DFS,player_points,Jonquel Jones,Under,14.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
Betr DFS,player_points,Marine Johannes,Over,7.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
Betr DFS,player_points,Marine Johannes,Under,7.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
Betr DFS,player_points,Pauline Astier,Over,9.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
Betr DFS,player_points,Pauline Astier,Under,9.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
Betr DFS,player_points,Aliyah Boston,Over,16.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
Betr DFS,player_points,Aliyah Boston,Under,16.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
Betr DFS,player_points,Caitlin Clark,Over,17.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
Betr DFS,player_points,Caitlin Clark,Under,17.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
Betr DFS,player_points,Kelsey Mitchell,Over,22.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
Betr DFS,player_points,Kelsey Mitchell,Under,22.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
DraftKings Pick6,player_points,Sabrina Ionescu,Over,17.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
DraftKings Pick6,player_points,Sabrina Ionescu,Under,17.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
DraftKings Pick6,player_points,Breanna Stewart,Over,20.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
DraftKings Pick6,player_points,Breanna Stewart,Under,20.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
DraftKings Pick6,player_points,Aliyah Boston,Over,16.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
DraftKings Pick6,player_points,Aliyah Boston,Under,16.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
DraftKings Pick6,player_points,Caitlin Clark,Over,18.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
DraftKings Pick6,player_points,Caitlin Clark,Under,18.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
DraftKings Pick6,player_points,Kelsey Mitchell,Over,22.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
DraftKings Pick6,player_points,Kelsey Mitchell,Under,22.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
DraftKings Pick6,player_points,Jonquel Jones,Over,14.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
DraftKings Pick6,player_points,Jonquel Jones,Under,14.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
DraftKings Pick6,player_points,Pauline Astier,Over,9.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
DraftKings Pick6,player_points,Pauline Astier,Under,9.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
DraftKings Pick6,player_points,Sophie Cunningham,Over,9.5,-137,2026-07-19,2026-07-18T21:00:47Z,2026-07-18 21:00:50
