BOOKMAKER,CATEGORY,NAME,OVER_UNDER,LINE,ODDS,COMMENCE_TIME,LAST_UPDATE,DATA_PULLED_AT
FanDuel,player_points,Erica Wheeler,Over,9.5,100,2026-07-13,2026-07-13T21:48:40Z,2026-07-13 14:49:43
FanDuel,player_points,Erica Wheeler,Under,9.5,-130,2026-07-13,2026-07-13T21:48:40Z,2026-07-13 14:49:43
FanDuel,player_points,Jordin Canada,Over,11.5,-122,2026-07-13,2026-07-13T21:48:40Z,2026-07-13 14:49:43
FanDuel,player_points,Jordin Canada,Under,11.5,-106,2026-07-13,2026-07-13T21:48:40Z,2026-07-13 14:49:43
FanDuel,player_points,Dearica Hamby,Over,15.5,-115,2026-07-13,2026-07-13T21:48:40Z,2026-07-13 14:49:43
FanDuel,player_points,Dearica Hamby,Under,15.5,-113,2026-07-13,2026-07-13T21:48:40Z,2026-07-13 14:49:43
FanDuel,player_points,Ariel Atkins,Over,9.5,-125,2026-07-13,2026-07-13T21:48:40Z,2026-07-13 14:49:43
FanDuel,player_points,Ariel Atkins,Under,9.5,-104,2026-07-13,2026-07-13T21:48:40Z,2026-07-13 14:49:43
FanDuel,player_points,Allisha Gray,Over,20.5,-114,2026-07-13,2026-07-13T21:48:40Z,2026-07-13 14:49:43
FanDuel,player_points,Allisha Gray,Under,20.5,-114,2026-07-13,2026-07-13T21:48:40Z,2026-07-13 14:49:43
FanDuel,player_points,Rhyne Howard,Over,19.5,-130,2026-07-13,2026-07-13T21:48:40Z,2026-07-13 14:49:43
FanDuel,player_points,Rhyne Howard,Under,19.5,100,2026-07-13,2026-07-13T21:48:40Z,2026-07-13 14:49:43
FanDuel,player_points,DeWanna Bonner,Over,9.5,-108,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,DeWanna Bonner,Under,9.5,-120,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,Olivia Miles,Over,19.5,100,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,Olivia Miles,Under,19.5,-130,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,Courtney Williams,Over,15.5,-128,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,Courtney Williams,Under,15.5,-102,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,Kayla McBride,Over,16.5,-110,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,Kayla McBride,Under,16.5,-118,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,Monique Akoa Makani,Over,9.5,-113,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,Monique Akoa Makani,Under,9.5,-115,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,Nia Coffey,Over,7.5,-120,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,Nia Coffey,Under,7.5,-108,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,Alyssa Thomas,Over,12.5,-130,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,Alyssa Thomas,Under,12.5,100,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,Kahleah Copper,Over,19.5,-118,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,Kahleah Copper,Under,19.5,-110,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,Valeriane Ayayi,Over,10.5,106,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,Valeriane Ayayi,Under,10.5,-138,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,Natasha Howard,Over,15.5,-128,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,Natasha Howard,Under,15.5,-102,2026-07-14,2026-07-13T21:48:48Z,2026-07-13 14:49:43
FanDuel,player_points,Emily Engstler,Over,8.5,-122,2026-07-14,2026-07-13T21:49:01Z,2026-07-13 14:49:43
FanDuel,player_points,Emily Engstler,Under,8.5,-106,2026-07-14,2026-07-13T21:49:01Z,2026-07-13 14:49:43
FanDuel,player_points,Bridget Carleton,Over,13.5,-110,2026-07-14,2026-07-13T21:49:01Z,2026-07-13 14:49:43
FanDuel,player_points,Bridget Carleton,Under,13.5,-118,2026-07-14,2026-07-13T21:49:01Z,2026-07-13 14:49:43
FanDuel,player_points,Brittney Griner,Over,13.5,-125,2026-07-14,2026-07-13T21:49:01Z,2026-07-13 14:49:43
FanDuel,player_points,Brittney Griner,Under,13.5,-104,2026-07-14,2026-07-13T21:49:01Z,2026-07-13 14:49:43
FanDuel,player_points,Leïla Lacan,Over,11.5,-130,2026-07-14,2026-07-13T21:49:01Z,2026-07-13 14:49:43
FanDuel,player_points,Leïla Lacan,Under,11.5,100,2026-07-14,2026-07-13T21:49:01Z,2026-07-13 14:49:43
FanDuel,player_points,Megan Gustafson,Over,12.5,100,2026-07-14,2026-07-13T21:49:01Z,2026-07-13 14:49:43
FanDuel,player_points,Megan Gustafson,Under,12.5,-130,2026-07-14,2026-07-13T21:49:01Z,2026-07-13 14:49:43
FanDuel,player_points,Carla Leite,Over,14.5,-115,2026-07-14,2026-07-13T21:49:01Z,2026-07-13 14:49:43
FanDuel,player_points,Carla Leite,Under,14.5,-113,2026-07-14,2026-07-13T21:49:01Z,2026-07-13 14:49:43
FanDuel,player_points,Olivia Nelson-Ododa,Over,10.5,-130,2026-07-14,2026-07-13T21:49:01Z,2026-07-13 14:49:43
FanDuel,player_points,Olivia Nelson-Ododa,Under,10.5,100,2026-07-14,2026-07-13T21:49:01Z,2026-07-13 14:49:43
FanDuel,player_points,Sonia Citron,Over,17.5,-122,2026-07-14,2026-07-13T21:49:31Z,2026-07-13 14:49:43
FanDuel,player_points,Sonia Citron,Under,17.5,-106,2026-07-14,2026-07-13T21:49:31Z,2026-07-13 14:49:43
FanDuel,player_points,Kiki Iriafen,Over,14.5,-115,2026-07-14,2026-07-13T21:49:31Z,2026-07-13 14:49:43
FanDuel,player_points,Kiki Iriafen,Under,14.5,-113,2026-07-14,2026-07-13T21:49:31Z,2026-07-13 14:49:43
FanDuel,player_points,Nyara Sabally,Over,10.5,-114,2026-07-14,2026-07-13T21:49:31Z,2026-07-13 14:49:43
FanDuel,player_points,Nyara Sabally,Under,10.5,-114,2026-07-14,2026-07-13T21:49:31Z,2026-07-13 14:49:43
FanDuel,player_points,Shakira Austin,Over,13.5,-118,2026-07-14,2026-07-13T21:49:31Z,2026-07-13 14:49:43
FanDuel,player_points,Shakira Austin,Under,13.5,-110,2026-07-14,2026-07-13T21:49:31Z,2026-07-13 14:49:43
FanDuel,player_points,Maria Conde,Over,9.5,-125,2026-07-14,2026-07-13T21:49:31Z,2026-07-13 14:49:43
FanDuel,player_points,Maria Conde,Under,9.5,-104,2026-07-14,2026-07-13T21:49:31Z,2026-07-13 14:49:43
FanDuel,player_points,Michaela Onyenwere,Over,8.5,-120,2026-07-14,2026-07-13T21:49:31Z,2026-07-13 14:49:43
FanDuel,player_points,Michaela Onyenwere,Under,8.5,-108,2026-07-14,2026-07-13T21:49:31Z,2026-07-13 14:49:43
FanDuel,player_points,Julie Allemand,Over,7.5,-106,2026-07-14,2026-07-13T21:49:31Z,2026-07-13 14:49:43
FanDuel,player_points,Julie Allemand,Under,7.5,-122,2026-07-14,2026-07-13T21:49:31Z,2026-07-13 14:49:43
FanDuel,player_points,Marina Mabrey,Over,23.5,-108,2026-07-14,2026-07-13T21:49:31Z,2026-07-13 14:49:43
FanDuel,player_points,Marina Mabrey,Under,23.5,-120,2026-07-14,2026-07-13T21:49:31Z,2026-07-13 14:49:43
FanDuel,player_points,Isabelle Harrison,Over,13.5,-102,2026-07-14,2026-07-13T21:49:31Z,2026-07-13 14:49:43
FanDuel,player_points,Isabelle Harrison,Under,13.5,-128,2026-07-14,2026-07-13T21:49:31Z,2026-07-13 14:49:43
BetRivers,player_points,Naz Hillmon,Over,11.5,105,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Nneka Ogwumike,Over,16.5,-134,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Nneka Ogwumike,Over,17.5,-107,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Rae Burrell,Over,14.5,-120,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Ariel Atkins,Over,10.5,-103,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Rhyne Howard,Over,20.5,-108,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Naz Hillmon,Over,10.5,-125,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Allisha Gray,Over,20.5,-122,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Allisha Gray,Over,21.5,100,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Jordin Canada,Over,11.5,-120,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Dearica Hamby,Over,15.5,-112,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Rae Burrell,Over,15.5,104,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Dearica Hamby,Over,16.5,112,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Erica Wheeler,Over,9.5,-106,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Rhyne Howard,Over,19.5,-132,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Rhyne Howard,Over,21.5,114,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Nneka Ogwumike,Over,18.5,117,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Dearica Hamby,Over,14.5,-141,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Ariel Atkins,Over,9.5,-136,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Jordin Canada,Over,12.5,108,2026-07-13,2026-07-13T21:48:42Z,2026-07-13 14:49:43
BetRivers,player_points,Kayla McBride,Over,15.5,-129,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Monique Akoa Makani,Over,9.5,-115,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Kayla McBride,Over,16.5,-103,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Olivia Miles,Over,20.5,-110,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,DeWanna Bonner,Over,9.5,-122,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Nia Coffey,Over,8.5,117,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Kahleah Copper,Over,19.5,-129,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Valeriane Ayayi,Over,11.5,110,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,DeWanna Bonner,Over,10.5,110,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Monique Akoa Makani,Over,10.5,115,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Olivia Miles,Over,18.5,-165,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Courtney Williams,Over,15.5,-129,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Courtney Williams,Over,16.5,-103,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Kayla McBride,Over,17.5,123,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Olivia Miles,Over,19.5,-136,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Natasha Howard,Over,15.5,-114,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Natasha Howard,Over,14.5,-143,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Nia Coffey,Over,7.5,-118,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Courtney Williams,Over,17.5,123,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Kahleah Copper,Over,20.5,-106,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Kahleah Copper,Over,21.5,116,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Alyssa Thomas,Over,13.5,-117,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Valeriane Ayayi,Over,10.5,-118,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Natasha Howard,Over,16.5,112,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetRivers,player_points,Alyssa Thomas,Over,14.5,115,2026-07-14,2026-07-13T21:48:57Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Rhyne Howard,Over,19.5,-123,2026-07-13,2026-07-13T21:49:39Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Rhyne Howard,Under,19.5,-104,2026-07-13,2026-07-13T21:49:39Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Jordin Canada,Over,11.5,-116,2026-07-13,2026-07-13T21:49:39Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Jordin Canada,Under,11.5,-111,2026-07-13,2026-07-13T21:49:39Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Allisha Gray,Over,20.5,-119,2026-07-13,2026-07-13T21:49:39Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Allisha Gray,Under,20.5,-109,2026-07-13,2026-07-13T21:49:39Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Rae Burrell,Over,14.5,-120,2026-07-13,2026-07-13T21:49:39Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Rae Burrell,Under,14.5,-108,2026-07-13,2026-07-13T21:49:39Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Dearica Hamby,Over,16.5,-105,2026-07-13,2026-07-13T21:49:39Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Dearica Hamby,Under,16.5,-123,2026-07-13,2026-07-13T21:49:39Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Nneka Ogwumike,Over,16.5,-125,2026-07-13,2026-07-13T21:49:39Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Nneka Ogwumike,Under,16.5,-103,2026-07-13,2026-07-13T21:49:39Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Erica Wheeler,Over,9.5,100,2026-07-13,2026-07-13T21:49:39Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Erica Wheeler,Under,9.5,-130,2026-07-13,2026-07-13T21:49:39Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Ariel Atkins,Over,9.5,-130,2026-07-13,2026-07-13T21:49:39Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Ariel Atkins,Under,9.5,100,2026-07-13,2026-07-13T21:49:39Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Naz Hillmon,Over,9.5,-143,2026-07-13,2026-07-13T21:49:39Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Naz Hillmon,Under,9.5,110,2026-07-13,2026-07-13T21:49:39Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Kahleah Copper,Over,19.5,-123,2026-07-14,2026-07-13T21:49:09Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Kahleah Copper,Under,19.5,-104,2026-07-14,2026-07-13T21:49:09Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Natasha Howard,Over,15.5,-130,2026-07-14,2026-07-13T21:49:09Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Natasha Howard,Under,15.5,101,2026-07-14,2026-07-13T21:49:09Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Olivia Miles,Over,18.5,-125,2026-07-14,2026-07-13T21:49:09Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Olivia Miles,Under,18.5,-103,2026-07-14,2026-07-13T21:49:09Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Nia Coffey,Over,7.5,-114,2026-07-14,2026-07-13T21:49:09Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Nia Coffey,Under,7.5,-114,2026-07-14,2026-07-13T21:49:09Z,2026-07-13 14:49:43
BetOnline.ag,player_points,DeWanna Bonner,Over,9.5,-106,2026-07-14,2026-07-13T21:49:09Z,2026-07-13 14:49:43
BetOnline.ag,player_points,DeWanna Bonner,Under,9.5,-122,2026-07-14,2026-07-13T21:49:09Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Kayla McBride,Over,16.5,-110,2026-07-14,2026-07-13T21:49:09Z,2026-07-13 14:49:43
BetOnline.ag,player_points,Kayla McBride,Under,16.5,-118,2026-07-14,2026-07-13T21:49:09Z,2026-07-13 14:49:43
