,BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS
0,PrizePicks,player_points,Myles Turner,Over,15.0,-137
1,PrizePicks,player_points,Myles Turner,Under,15.0,-137
2,PrizePicks,player_points,T.J. McConnell,Over,7.5,-137
3,PrizePicks,player_points,T.J. McConnell,Under,7.5,-137
4,PrizePicks,player_points,Dean Wade,Over,2.5,-137
5,PrizePicks,player_points,Dean Wade,Under,2.5,-137
6,PrizePicks,player_points,Jarrett Allen,Over,13.5,-137
7,PrizePicks,player_points,Jarrett Allen,Under,13.5,-137
8,PrizePicks,player_points,Evan Mobley,Over,17.5,-137
9,PrizePicks,player_points,Evan Mobley,Under,17.5,-137
10,PrizePicks,player_points,Darius Garland,Over,15.5,-137
11,PrizePicks,player_points,Darius Garland,Under,15.5,-137
12,PrizePicks,player_points,Andrew Nembhard,Over,12.5,-137
13,PrizePicks,player_points,Andrew Nembhard,Under,12.5,-137
14,PrizePicks,player_points,Aaron Nesmith,Over,12.5,-137
15,PrizePicks,player_points,Aaron Nesmith,Under,12.5,-137
16,PrizePicks,player_points,Bennedict Mathurin,Over,12.5,-137
17,PrizePicks,player_points,Bennedict Mathurin,Under,12.5,-137
18,PrizePicks,player_points,Sam Merrill,Over,5.5,-137
19,PrizePicks,player_points,Sam Merrill,Under,5.5,-137
20,PrizePicks,player_points,Obi Toppin,Over,7.5,-137
21,PrizePicks,player_points,Obi Toppin,Under,7.5,-137
22,PrizePicks,player_points,Max Strus,Over,10.5,-137
23,PrizePicks,player_points,Max Strus,Under,10.5,-137
24,PrizePicks,player_points,Ty Jerome,Over,9.0,-137
25,PrizePicks,player_points,Ty Jerome,Under,9.0,-137
26,PrizePicks,player_points,Pascal Siakam,Over,18.0,-137
27,PrizePicks,player_points,Pascal Siakam,Under,18.0,-137
28,PrizePicks,player_points,Tyrese Haliburton,Over,17.5,-137
29,PrizePicks,player_points,Tyrese Haliburton,Under,17.5,-137
30,PrizePicks,player_points,Donovan Mitchell,Over,30.5,-137
31,PrizePicks,player_points,Donovan Mitchell,Under,30.5,-137
32,PrizePicks,player_points,De'Andre Hunter,Over,10.5,-137
33,PrizePicks,player_points,De'Andre Hunter,Under,10.5,-137
34,PrizePicks,player_points,Payton Pritchard,Over,9.5,-137
35,PrizePicks,player_points,Payton Pritchard,Under,9.5,-137
36,PrizePicks,player_points,Mitchell Robinson,Over,4.5,-137
37,PrizePicks,player_points,Mitchell Robinson,Under,4.5,-137
38,PrizePicks,player_points,Derrick White,Over,16.5,-137
39,PrizePicks,player_points,Derrick White,Under,16.5,-137
40,PrizePicks,player_points,Josh Hart,Over,11.5,-137
41,PrizePicks,player_points,Josh Hart,Under,11.5,-137
42,PrizePicks,player_points,Kristaps Porzingis,Over,8.5,-137
43,PrizePicks,player_points,Kristaps Porzingis,Under,8.5,-137
44,PrizePicks,player_points,Jrue Holiday,Over,9.5,-137
45,PrizePicks,player_points,Jrue Holiday,Under,9.5,-137
46,PrizePicks,player_points,OG Anunoby,Over,14.5,-137
47,PrizePicks,player_points,OG Anunoby,Under,14.5,-137
48,PrizePicks,player_points,Jayson Tatum,Over,27.5,-137
49,PrizePicks,player_points,Jayson Tatum,Under,27.5,-137
50,PrizePicks,player_points,Jaylen Brown,Over,22.0,-137
51,PrizePicks,player_points,Jaylen Brown,Under,22.0,-137
52,PrizePicks,player_points,Jalen Brunson,Over,27.5,-137
53,PrizePicks,player_points,Jalen Brunson,Under,27.5,-137
54,PrizePicks,player_points,Mikal Bridges,Over,14.0,-137
55,PrizePicks,player_points,Mikal Bridges,Under,14.0,-137
56,PrizePicks,player_points,Karl-Anthony Towns,Over,19.5,-137
57,PrizePicks,player_points,Karl-Anthony Towns,Under,19.5,-137
58,PrizePicks,player_points,Cameron Payne,Over,1.5,-137
59,PrizePicks,player_points,Cameron Payne,Under,1.5,-137
60,PrizePicks,player_points,Naz Reid,Over,11.5,-137
61,PrizePicks,player_points,Naz Reid,Under,11.5,-137
62,PrizePicks,player_points,Jaden McDaniels,Over,12.5,-137
63,PrizePicks,player_points,Jaden McDaniels,Under,12.5,-137
64,PrizePicks,player_points,Draymond Green,Over,8.0,-137
65,PrizePicks,player_points,Draymond Green,Under,8.0,-137
66,PrizePicks,player_points,Gary Payton II,Over,5.5,-137
67,PrizePicks,player_points,Gary Payton II,Under,5.5,-137
68,PrizePicks,player_points,Jonathan Kuminga,Over,17.5,-137
69,PrizePicks,player_points,Jonathan Kuminga,Under,17.5,-137
70,PrizePicks,player_points,Rudy Gobert,Over,8.5,-137
71,PrizePicks,player_points,Rudy Gobert,Under,8.5,-137
72,PrizePicks,player_points,Brandin Podziemski,Over,12.0,-137
73,PrizePicks,player_points,Brandin Podziemski,Under,12.0,-137
74,PrizePicks,player_points,Anthony Edwards,Over,27.5,-137
75,PrizePicks,player_points,Anthony Edwards,Under,27.5,-137
76,PrizePicks,player_points,Julius Randle,Over,19.5,-137
77,PrizePicks,player_points,Julius Randle,Under,19.5,-137
78,PrizePicks,player_points,Donte DiVincenzo,Over,8.0,-137
79,PrizePicks,player_points,Donte DiVincenzo,Under,8.0,-137
80,PrizePicks,player_points,Buddy Hield,Over,13.5,-137
81,PrizePicks,player_points,Buddy Hield,Under,13.5,-137
82,PrizePicks,player_points,Jimmy Butler,Over,26.5,-137
83,PrizePicks,player_points,Jimmy Butler,Under,26.5,-137
84,Underdog,player_points,Donovan Mitchell,Over,30.5,-137
85,Underdog,player_points,Donovan Mitchell,Under,30.5,-137
86,Underdog,player_points,Darius Garland,Over,15.5,-137
87,Underdog,player_points,Darius Garland,Under,15.5,-137
88,Underdog,player_points,Pascal Siakam,Over,18.5,-137
89,Underdog,player_points,Pascal Siakam,Under,18.5,-137
90,Underdog,player_points,Myles Turner,Over,15.5,-137
91,Underdog,player_points,Myles Turner,Under,15.5,-137
92,Underdog,player_points,Evan Mobley,Over,17.5,-137
93,Underdog,player_points,Evan Mobley,Under,17.5,-137
94,Underdog,player_points,Jarrett Allen,Over,13.5,-137
95,Underdog,player_points,Jarrett Allen,Under,13.5,-137
96,Underdog,player_points,Andrew Nembhard,Over,12.5,-137
97,Underdog,player_points,Andrew Nembhard,Under,12.5,-137
98,Underdog,player_points,De'Andre Hunter,Over,10.5,-137
99,Underdog,player_points,De'Andre Hunter,Under,10.5,-137
100,Underdog,player_points,Max Strus,Over,10.5,-137
101,Underdog,player_points,Max Strus,Under,10.5,-137
102,Underdog,player_points,Aaron Nesmith,Over,12.5,-137
103,Underdog,player_points,Aaron Nesmith,Under,12.5,-137
104,Underdog,player_points,T.J. McConnell,Over,7.5,-137
105,Underdog,player_points,T.J. McConnell,Under,7.5,-137
106,Underdog,player_points,Dean Wade,Over,2.5,-137
107,Underdog,player_points,Dean Wade,Under,2.5,-137
108,Underdog,player_points,Ty Jerome,Over,8.5,-137
109,Underdog,player_points,Ty Jerome,Under,8.5,-137
110,Underdog,player_points,Jalen Brunson,Over,27.5,-137
111,Underdog,player_points,Jalen Brunson,Under,27.5,-137
112,Underdog,player_points,Jayson Tatum,Over,27.5,-137
113,Underdog,player_points,Jayson Tatum,Under,27.5,-137
114,Underdog,player_points,Karl-Anthony Towns,Over,19.5,-137
115,Underdog,player_points,Karl-Anthony Towns,Under,19.5,-137
116,Underdog,player_points,OG Anunoby,Over,14.5,-137
117,Underdog,player_points,OG Anunoby,Under,14.5,-137
118,Underdog,player_points,Kristaps Porzingis,Over,8.5,-137
119,Underdog,player_points,Kristaps Porzingis,Under,8.5,-137
120,Underdog,player_points,Mikal Bridges,Over,13.5,-137
121,Underdog,player_points,Mikal Bridges,Under,13.5,-137
122,Underdog,player_points,Derrick White,Over,16.5,-137
123,Underdog,player_points,Derrick White,Under,16.5,-137
124,Underdog,player_points,Jrue Holiday,Over,9.5,-137
125,Underdog,player_points,Jrue Holiday,Under,9.5,-137
126,Underdog,player_points,Josh Hart,Over,11.5,-137
127,Underdog,player_points,Josh Hart,Under,11.5,-137
128,Underdog,player_points,Mitchell Robinson,Over,4.5,-137
129,Underdog,player_points,Mitchell Robinson,Under,4.5,-137
130,Underdog,player_points,Payton Pritchard,Over,9.5,-137
131,Underdog,player_points,Payton Pritchard,Under,9.5,-137
132,Underdog,player_points,Luke Kornet,Over,3.5,-137
133,Underdog,player_points,Luke Kornet,Under,3.5,-137
134,Underdog,player_points,Anthony Edwards,Over,27.5,-137
135,Underdog,player_points,Anthony Edwards,Under,27.5,-137
136,Underdog,player_points,Jimmy Butler,Over,26.5,-137
137,Underdog,player_points,Jimmy Butler,Under,26.5,-137
138,Underdog,player_points,Julius Randle,Over,19.5,-137
139,Underdog,player_points,Julius Randle,Under,19.5,-137
140,Underdog,player_points,Jonathan Kuminga,Over,17.5,-137
141,Underdog,player_points,Jonathan Kuminga,Under,17.5,-137
142,Underdog,player_points,Rudy Gobert,Over,8.5,-137
143,Underdog,player_points,Rudy Gobert,Under,8.5,-137
144,Underdog,player_points,Brandin Podziemski,Over,11.5,-137
145,Underdog,player_points,Brandin Podziemski,Under,11.5,-137
146,Underdog,player_points,Jaden McDaniels,Over,12.5,-137
147,Underdog,player_points,Jaden McDaniels,Under,12.5,-137
148,Underdog,player_points,Buddy Hield,Over,13.5,-137
149,Underdog,player_points,Buddy Hield,Under,13.5,-137
150,Underdog,player_points,Naz Reid,Over,11.5,-137
151,Underdog,player_points,Naz Reid,Under,11.5,-137
152,Underdog,player_points,Gary Payton II,Over,5.5,-137
153,Underdog,player_points,Gary Payton II,Under,5.5,-137
154,PrizePicks,player_rebounds,Myles Turner,Over,7.0,-137
155,PrizePicks,player_rebounds,Myles Turner,Under,7.0,-137
156,PrizePicks,player_rebounds,T.J. McConnell,Over,2.5,-137
157,PrizePicks,player_rebounds,T.J. McConnell,Under,2.5,-137
158,PrizePicks,player_rebounds,Dean Wade,Over,2.5,-137
159,PrizePicks,player_rebounds,Dean Wade,Under,2.5,-137
160,PrizePicks,player_rebounds,Jarrett Allen,Over,10.5,-137
161,PrizePicks,player_rebounds,Jarrett Allen,Under,10.5,-137
162,PrizePicks,player_rebounds,Evan Mobley,Over,10.5,-137
163,PrizePicks,player_rebounds,Evan Mobley,Under,10.5,-137
164,PrizePicks,player_rebounds,Darius Garland,Over,2.5,-137
165,PrizePicks,player_rebounds,Darius Garland,Under,2.5,-137
166,PrizePicks,player_rebounds,Andrew Nembhard,Over,3.5,-137
167,PrizePicks,player_rebounds,Andrew Nembhard,Under,3.5,-137
168,PrizePicks,player_rebounds,Aaron Nesmith,Over,5.0,-137
169,PrizePicks,player_rebounds,Aaron Nesmith,Under,5.0,-137
170,PrizePicks,player_rebounds,Bennedict Mathurin,Over,3.5,-137
171,PrizePicks,player_rebounds,Bennedict Mathurin,Under,3.5,-137
172,PrizePicks,player_rebounds,Max Strus,Over,5.0,-137
173,PrizePicks,player_rebounds,Max Strus,Under,5.0,-137
174,PrizePicks,player_rebounds,Pascal Siakam,Over,6.0,-137
175,PrizePicks,player_rebounds,Pascal Siakam,Under,6.0,-137
176,PrizePicks,player_rebounds,Tyrese Haliburton,Over,4.0,-137
177,PrizePicks,player_rebounds,Tyrese Haliburton,Under,4.0,-137
178,PrizePicks,player_rebounds,Donovan Mitchell,Over,5.0,-137
179,PrizePicks,player_rebounds,Donovan Mitchell,Under,5.0,-137
180,PrizePicks,player_rebounds,Thomas Bryant,Over,2.5,-137
181,PrizePicks,player_rebounds,Thomas Bryant,Under,2.5,-137
182,PrizePicks,player_rebounds,De'Andre Hunter,Over,4.0,-137
183,PrizePicks,player_rebounds,De'Andre Hunter,Under,4.0,-137
184,PrizePicks,player_rebounds,Jayson Tatum,Over,10.5,-137
